entity_id,entity_type,timestamp,source_ip,geo_location,resource_accessed,auth_method,session_duration,command_sequence,device_fingerprint,label
U0163,user,2026-07-27 00:04:10.959999,26.205.83.156,"Unknown, Unknown",VPN_Gateway,password,0.0,login_failed,Python_Requests_Script,credential_stuffing
ED0189,edge_device,2026-07-27 00:04:13.959999,11.222.250.132,"Berlin, Germany",IoT_Gateway_A,certificate,226.6270548071496,"login_success,write,read,logout",RTOS_3c-49-95-db-00-b4_IPv4,normal
SA0184,service_account,2026-07-27 00:04:57.959999,87.238.252.44,"Rome, Italy",Cloud_Console,token,248.45076911749052,"login_success,write,read,logout",Ubuntu20.04_06-78-c5-29-bf-72_IPv4,normal
U0121,user,2026-07-27 00:05:45.959999,155.39.224.174,"Nairobi, Kenya",IoT_Gateway_A,token,300.0,"login_success,execute,download,logout",macOS_da-80-e9-9a-65-c4_IPv4,lateral_movement
SA0105,service_account,2026-07-27 00:06:23.959999,90.28.132.254,"Auckland, New Zealand",Financial_API,token,284.805883651765,"login_success,execute,logout",Ubuntu20.04_a4-2f-73-3a-ec-3c_IPv4,normal
SA0018,service_account,2026-07-27 00:11:45.959999,115.238.130.152,"New York, USA",Customer_DB,token,15.0,"login_success,download,logout",Ubuntu20.04_86-40-41-f3-54-87_IPv4,impossible_travel
SA0110,service_account,2026-07-27 00:13:51.959999,188.18.26.210,"Sao Paulo, Brazil",Financial_API,token,451.2574814944204,"login_success,execute,logout",Ubuntu20.04_3a-e9-a4-60-7a-c4_IPv4,normal
ED0017,edge_device,2026-07-27 00:15:48.959999,197.58.228.251,"Sydney, Australia",IoT_Gateway_A,certificate,134.38161611970472,"login_success,write,read,logout",RTOS_ba-7a-1d-7b-28-2b_IPv4,normal
SA0105,service_account,2026-07-27 00:19:05.959999,90.28.132.254,"Auckland, New Zealand",Financial_API,token,306.22028132688877,"login_success,write,read,logout",Ubuntu20.04_a4-2f-73-3a-ec-3c_IPv4,normal
ED0165,edge_device,2026-07-27 00:19:11.959999,107.40.6.122,"Rome, Italy",IoT_Gateway_B,certificate,281.7970701396022,"login_success,execute,logout",RTOS_76-58-4e-26-5a-fc_IPv4,normal
SA0090,service_account,2026-07-27 00:24:06.959999,3.170.41.133,"Jakarta, Indonesia",Customer_DB,token,263.9702325575837,"login_success,download,logout",Ubuntu20.04_dc-73-c2-e6-e2-98_IPv4,normal
ED0148,edge_device,2026-07-27 00:25:23.959999,187.236.185.25,"Auckland, New Zealand",IoT_Gateway_B,certificate,190.49657416203848,"login_success,download,logout",RTOS_5a-42-1e-a8-3e-d2_IPv4,normal
ED0194,edge_device,2026-07-27 00:28:11.959999,34.205.184.213,"Mumbai, India",IoT_Gateway_A,certificate,192.64109822991145,"login_success,execute,logout",RTOS_fc-66-15-a1-9e-cb_IPv4,normal
SA0185,service_account,2026-07-27 00:29:46.959999,38.87.96.190,"Nairobi, Kenya",Financial_API,token,429.4491135646619,"login_success,read,logout",Ubuntu20.04_ea-ab-4a-46-13-92_IPv4,normal
SA0166,service_account,2026-07-27 00:34:53.959999,190.93.110.142,"Singapore, Singapore",Financial_API,token,444.5772792974158,"login_success,write,read,logout",Ubuntu20.04_78-a5-a1-4d-e1-22_IPv4,normal
ED0067,edge_device,2026-07-27 00:38:11.959999,20.21.134.224,"Buenos Aires, Argentina",IoT_Gateway_B,certificate,204.5305503820299,"login_success,write,read,logout",RTOS_22-0d-c9-0d-2a-db_IPv4,normal
SA0106,service_account,2026-07-27 00:50:02.959999,175.252.172.75,"Sydney, Australia",Cloud_Console,token,343.6332886052624,"login_success,write,read,logout",Ubuntu20.04_3e-95-8b-d4-f7-f1_IPv4,normal
ED0062,edge_device,2026-07-27 00:51:52.959999,49.99.199.198,"Jakarta, Indonesia",IoT_Gateway_A,certificate,220.305092369592,"login_success,download,logout",RTOS_3a-ab-a3-29-46-4d_IPv4,normal
SA0166,service_account,2026-07-27 01:01:05.959999,190.93.110.142,"Singapore, Singapore",Customer_DB,token,418.49851849040215,"login_success,execute,logout",Ubuntu20.04_78-a5-a1-4d-e1-22_IPv4,normal
SA0032,service_account,2026-07-27 01:01:35.959999,220.235.186.181,"Auckland, New Zealand",Cloud_Console,token,287.45822206308816,"login_success,download,logout",Ubuntu20.04_a8-3d-7e-14-29-d6_IPv4,normal
ED0099,edge_device,2026-07-27 01:02:16.959999,15.19.95.34,"Singapore, Singapore",IoT_Gateway_B,certificate,313.61857836499166,"login_success,write,read,logout",RTOS_78-8e-5c-df-fb-2e_IPv4,normal
ED0088,edge_device,2026-07-27 01:03:39.959999,35.73.193.150,"Amsterdam, Netherlands",IoT_Gateway_A,certificate,377.3538940559719,"login_success,read,logout",RTOS_7c-81-f4-3a-21-cd_IPv4,normal
SA0091,service_account,2026-07-27 01:04:05.959999,155.113.242.177,"New York, USA",Financial_API,token,484.0506060891021,"login_success,execute,logout",Ubuntu20.04_42-9c-1e-32-6a-6c_IPv4,normal
SA0146,service_account,2026-07-27 01:07:45.959999,29.79.201.134,"Madrid, Spain",Financial_API,token,317.7684720260563,"login_success,download,logout",Ubuntu20.04_5e-30-a0-da-a0-82_IPv4,normal
ED0062,edge_device,2026-07-27 01:08:09.959999,49.99.199.198,"Jakarta, Indonesia",IoT_Gateway_A,certificate,120.64941548943483,"login_success,download,logout",RTOS_3a-ab-a3-29-46-4d_IPv4,normal
ED0129,edge_device,2026-07-27 01:08:19.959999,48.236.227.173,"Toronto, Canada",IoT_Gateway_B,certificate,277.5203994092629,"login_success,download,logout",RTOS_d2-3f-e8-bc-86-c3_IPv4,normal
ED0107,edge_device,2026-07-27 01:16:48.959999,20.160.232.48,"Lagos, Nigeria",IoT_Gateway_B,certificate,180.43208412136215,"login_success,read,logout",RTOS_c4-c4-61-45-23-8d_IPv4,normal
SA0147,service_account,2026-07-27 01:17:01.959999,201.229.166.123,"Melbourne, Australia",Cloud_Console,token,201.63043040356658,"login_success,download,logout",Ubuntu20.04_18-22-2e-2b-2f-dd_IPv4,normal
SA0040,service_account,2026-07-27 01:23:51.959999,124.3.161.123,"Rome, Italy",Cloud_Console,token,195.93323613282428,"login_success,write,read,logout",Ubuntu20.04_8c-aa-42-86-52-e2_IPv4,normal
SA0118,service_account,2026-07-27 01:27:38.959999,10.225.131.85,"Amsterdam, Netherlands",Financial_API,token,237.79164046972213,"login_success,read,logout",Ubuntu20.04_7e-57-59-28-c3-7b_IPv4,normal
ED0191,edge_device,2026-07-27 01:27:40.959999,28.97.84.236,"Buenos Aires, Argentina",IoT_Gateway_B,certificate,325.26072261038433,"login_success,execute,logout",RTOS_58-bf-81-08-b6-22_IPv4,normal
ED0017,edge_device,2026-07-27 01:36:33.959999,197.58.228.251,"Sydney, Australia",IoT_Gateway_B,certificate,205.58269028113494,"login_success,download,logout",RTOS_ba-7a-1d-7b-28-2b_IPv4,normal
SA0091,service_account,2026-07-27 01:39:12.959999,155.113.242.177,"New York, USA",Cloud_Console,token,257.4799917689496,"login_success,read,logout",Ubuntu20.04_42-9c-1e-32-6a-6c_IPv4,normal
SA0091,service_account,2026-07-27 01:42:05.959999,155.113.242.177,"New York, USA",Customer_DB,token,400.2835843057815,"login_success,download,logout",Ubuntu20.04_42-9c-1e-32-6a-6c_IPv4,normal
ED0102,edge_device,2026-07-27 01:44:17.959999,89.222.1.14,"Los Angeles, USA",IoT_Gateway_A,certificate,316.72224592809715,"login_success,write,read,logout",RTOS_84-00-ec-d3-1b-60_IPv4,normal
SA0185,service_account,2026-07-27 01:45:10.959999,38.87.96.190,"Nairobi, Kenya",Financial_API,token,293.3902350779875,"login_success,write,read,logout",Ubuntu20.04_ea-ab-4a-46-13-92_IPv4,normal
SA0041,service_account,2026-07-27 01:48:29.959999,128.158.109.169,"Madrid, Spain",Customer_DB,token,149.9393442078153,"login_success,execute,logout",Ubuntu20.04_94-39-26-4c-12-bd_IPv4,normal
SA0176,service_account,2026-07-27 01:49:22.959999,201.93.239.21,"Singapore, Singapore",Cloud_Console,token,290.48185331273413,"login_success,write,read,logout",Ubuntu20.04_12-f8-62-73-46-4f_IPv4,normal
ED0165,edge_device,2026-07-27 02:01:08.959999,107.40.6.122,"Rome, Italy",IoT_Gateway_B,certificate,242.93050846358628,"login_success,read,logout",RTOS_76-58-4e-26-5a-fc_IPv4,normal
U_COLD_999,user,2026-07-27 02:01:45.959999,78.207.206.0,"Berlin, Germany",Cloud_Console,password,200.0,"login_success,download,logout",Ubuntu20.04_MAC_IPv4,cold_start_anomaly
SA0118,service_account,2026-07-27 02:05:51.959999,10.225.131.85,"Amsterdam, Netherlands",Customer_DB,token,254.82451773851992,"login_success,write,read,logout",Ubuntu20.04_7e-57-59-28-c3-7b_IPv4,normal
ED0107,edge_device,2026-07-27 02:15:37.959999,20.160.232.48,"Lagos, Nigeria",IoT_Gateway_A,certificate,301.29311495459933,"login_success,read,logout",RTOS_c4-c4-61-45-23-8d_IPv4,normal
SA0184,service_account,2026-07-27 02:18:26.959999,87.238.252.44,"Rome, Italy",Financial_API,token,428.2076940913462,"login_success,download,logout",Ubuntu20.04_06-78-c5-29-bf-72_IPv4,normal
ED0153,edge_device,2026-07-27 02:18:51.959999,132.116.22.108,"Nairobi, Kenya",IoT_Gateway_A,certificate,235.60473933345946,"login_success,write,read,logout",RTOS_6a-48-0f-2e-6e-c0_IPv4,normal
U0158,user,2026-07-27 02:18:59.959999,102.216.77.184,"Bangkok, Thailand",HR_Portal,biometric,347.5304173468263,"login_success,read,logout",Win10_00-46-82-94-a7-3d_IPv4,normal
ED0129,edge_device,2026-07-27 02:20:38.959999,48.236.227.173,"Toronto, Canada",IoT_Gateway_B,certificate,251.4613157393618,"login_success,write,read,logout",RTOS_d2-3f-e8-bc-86-c3_IPv4,normal
SA0050,service_account,2026-07-27 02:22:26.959999,144.77.95.163,"Melbourne, Australia",Cloud_Console,token,304.1101343844208,"login_success,write,read,logout",Ubuntu20.04_6e-16-df-00-64-ba_IPv4,normal
SA0198,service_account,2026-07-27 02:24:48.959999,164.68.124.234,"Mexico City, Mexico",Cloud_Console,token,250.94118883127356,"login_success,write,read,logout",Ubuntu20.04_8a-2a-d9-28-dc-5c_IPv4,normal
SA0147,service_account,2026-07-27 02:44:38.959999,201.229.166.123,"Melbourne, Australia",Cloud_Console,token,191.93087342222333,"login_success,read,logout",Ubuntu20.04_18-22-2e-2b-2f-dd_IPv4,normal
ED0067,edge_device,2026-07-27 02:47:22.959999,20.21.134.224,"Buenos Aires, Argentina",IoT_Gateway_A,certificate,439.8271972413186,"login_success,download,logout",RTOS_22-0d-c9-0d-2a-db_IPv4,normal
SA0032,service_account,2026-07-27 02:52:22.959999,220.235.186.181,"Auckland, New Zealand",Financial_API,token,347.4489230430883,"login_success,read,logout",Ubuntu20.04_a8-3d-7e-14-29-d6_IPv4,normal
ED0017,edge_device,2026-07-27 02:55:29.959999,197.58.228.251,"Sydney, Australia",IoT_Gateway_A,certificate,388.10891498317415,"login_success,download,logout",RTOS_ba-7a-1d-7b-28-2b_IPv4,normal
SA0185,service_account,2026-07-27 02:57:55.959999,38.87.96.190,"Nairobi, Kenya",Cloud_Console,token,231.0347851312892,"login_success,execute,logout",Ubuntu20.04_ea-ab-4a-46-13-92_IPv4,normal
ED0129,edge_device,2026-07-27 03:01:28.959999,48.236.227.173,"Toronto, Canada",IoT_Gateway_B,certificate,366.0356357869243,"login_success,download,logout",RTOS_d2-3f-e8-bc-86-c3_IPv4,normal
U0014,user,2026-07-27 03:01:45.959999,135.35.171.186,"Chicago, USA",Customer_DB,password,5.0,"login_success,read,logout",iOS_f4-96-de-50-e8-01_IPv4,low_and_slow
ED0016,edge_device,2026-07-27 03:05:13.959999,176.4.175.90,"Melbourne, Australia",IoT_Gateway_A,certificate,555.440246190273,"login_success,execute,logout",RTOS_e0-a5-fa-09-39-b9_IPv4,normal
ED0097,edge_device,2026-07-27 03:08:33.959999,125.249.165.116,"Paris, France",IoT_Gateway_A,certificate,260.2691566801215,"login_success,execute,logout",RTOS_9a-e0-29-14-dd-a5_IPv4,normal
SA0199,service_account,2026-07-27 03:10:12.959999,38.144.246.213,"New York, USA",Customer_DB,token,232.82056242715385,"login_success,write,read,logout",Ubuntu20.04_9a-28-a7-97-9c-e4_IPv4,normal
SA0184,service_account,2026-07-27 03:13:46.959999,87.238.252.44,"Rome, Italy",Financial_API,token,340.4155614262615,"login_success,write,read,logout",Ubuntu20.04_06-78-c5-29-bf-72_IPv4,normal
SA0199,service_account,2026-07-27 03:16:27.959999,38.144.246.213,"New York, USA",Financial_API,token,289.1111080192237,"login_success,read,logout",Ubuntu20.04_9a-28-a7-97-9c-e4_IPv4,normal
SA0082,service_account,2026-07-27 03:19:32.959999,115.228.147.244,"Amsterdam, Netherlands",Customer_DB,token,225.72650017264718,"login_success,read,logout",Ubuntu20.04_be-9c-bc-f2-b0-d9_IPv4,normal
SA0036,service_account,2026-07-27 03:26:42.959999,79.162.91.25,"Nairobi, Kenya",Financial_API,token,234.6960405985066,"login_success,execute,logout",Ubuntu20.04_9c-bd-91-50-e0-9a_IPv4,normal
U0008,user,2026-07-27 03:26:53.959999,45.104.144.43,"Sydney, Australia",IoT_Gateway_B,biometric,392.6041935142021,"login_success,read,logout",macOS_76-88-24-57-7d-53_IPv4,normal
ED0094,edge_device,2026-07-27 03:28:02.959999,210.71.26.198,"Buenos Aires, Argentina",IoT_Gateway_B,certificate,110.94831990222642,"login_success,download,logout",RTOS_8a-77-87-65-d9-3a_IPv4,normal
U0103,user,2026-07-27 03:33:13.959999,63.231.79.153,"Berlin, Germany",VPN_Gateway,biometric,360.86342457206393,"login_success,download,logout",iOS_ec-e2-1a-68-88-43_IPv4,normal
ED0134,edge_device,2026-07-27 03:34:40.959999,200.33.128.96,"Singapore, Singapore",IoT_Gateway_B,certificate,305.7958270979943,"login_success,read,logout",RTOS_da-bd-6f-e3-e3-78_IPv4,normal
ED0099,edge_device,2026-07-27 03:51:33.959999,15.19.95.34,"Singapore, Singapore",IoT_Gateway_A,certificate,375.5507363723599,"login_success,read,logout",RTOS_78-8e-5c-df-fb-2e_IPv4,normal
SA0090,service_account,2026-07-27 03:59:53.959999,3.170.41.133,"Jakarta, Indonesia",Cloud_Console,token,386.2899410102363,"login_success,write,read,logout",Ubuntu20.04_dc-73-c2-e6-e2-98_IPv4,normal
SA0041,service_account,2026-07-27 04:01:52.959999,128.158.109.169,"Madrid, Spain",Customer_DB,token,293.1422972598689,"login_success,write,read,logout",Ubuntu20.04_94-39-26-4c-12-bd_IPv4,normal
U0121,user,2026-07-27 04:03:18.959999,155.39.224.174,"Nairobi, Kenya",HR_Portal,biometric,388.12203263103623,"login_success,download,logout",macOS_da-80-e9-9a-65-c4_IPv4,normal
ED0094,edge_device,2026-07-27 04:03:40.959999,210.71.26.198,"Buenos Aires, Argentina",IoT_Gateway_A,certificate,340.0872644960097,"login_success,read,logout",RTOS_8a-77-87-65-d9-3a_IPv4,normal
SA0036,service_account,2026-07-27 04:17:17.959999,79.162.91.25,"Nairobi, Kenya",Cloud_Console,token,332.92532510690114,"login_success,download,logout",Ubuntu20.04_9c-bd-91-50-e0-9a_IPv4,normal
SA0040,service_account,2026-07-27 04:17:49.959999,124.3.161.123,"Rome, Italy",Customer_DB,token,348.3713399619692,"login_success,execute,logout",Ubuntu20.04_8c-aa-42-86-52-e2_IPv4,normal
U0029,user,2026-07-27 04:18:40.959999,222.143.109.183,"Berlin, Germany",IoT_Gateway_A,biometric,175.70043890530536,"login_success,write,read,logout",iOS_4a-92-d8-f9-4f-61_IPv4,normal
SA0001,service_account,2026-07-27 04:18:51.959999,178.200.51.240,"Bogota, Colombia",Cloud_Console,token,388.97871134913566,"login_success,read,logout",Ubuntu20.04_3a-d8-10-0f-2f-6f_IPv4,normal
ED0191,edge_device,2026-07-27 04:20:50.959999,28.97.84.236,"Buenos Aires, Argentina",IoT_Gateway_A,certificate,280.1371368629322,"login_success,read,logout",RTOS_58-bf-81-08-b6-22_IPv4,normal
SA0091,service_account,2026-07-27 04:22:28.959999,155.113.242.177,"New York, USA",Cloud_Console,token,137.98056485795192,"login_success,write,read,logout",Ubuntu20.04_42-9c-1e-32-6a-6c_IPv4,normal
SA0066,service_account,2026-07-27 04:24:39.959999,125.241.76.34,"Moscow, Russia",Financial_API,token,292.7912281920612,"login_success,download,logout",Ubuntu20.04_d6-0e-c7-ac-cf-54_IPv4,normal
ED0027,edge_device,2026-07-27 04:31:31.959999,128.241.202.234,"London, UK",IoT_Gateway_A,certificate,405.0757655835555,"login_success,execute,logout",RTOS_7a-2f-79-55-d0-f8_IPv4,normal
ED0102,edge_device,2026-07-27 04:34:31.959999,89.222.1.14,"Los Angeles, USA",IoT_Gateway_B,certificate,246.30705061007524,"login_success,download,logout",RTOS_84-00-ec-d3-1b-60_IPv4,normal
SA0041,service_account,2026-07-27 04:36:11.959999,128.158.109.169,"Madrid, Spain",Financial_API,token,412.5267597004726,"login_success,write,read,logout",Ubuntu20.04_94-39-26-4c-12-bd_IPv4,normal
ED0129,edge_device,2026-07-27 04:38:34.959999,48.236.227.173,"Toronto, Canada",IoT_Gateway_B,certificate,443.8876007239568,"login_success,read,logout",RTOS_d2-3f-e8-bc-86-c3_IPv4,normal
ED0027,edge_device,2026-07-27 04:39:00.959999,128.241.202.234,"London, UK",IoT_Gateway_B,certificate,437.4151464583739,"login_success,write,read,logout",RTOS_7a-2f-79-55-d0-f8_IPv4,normal
ED0097,edge_device,2026-07-27 04:44:08.959999,125.249.165.116,"Paris, France",IoT_Gateway_B,certificate,352.61441494235464,"login_success,read,logout",RTOS_9a-e0-29-14-dd-a5_IPv4,normal
U0054,user,2026-07-27 04:54:57.959999,148.159.187.62,"Auckland, New Zealand",Cloud_Console,biometric,243.33289756488287,"login_success,execute,logout",iOS_ca-ee-e2-e2-6d-f2_IPv4,normal
ED0017,edge_device,2026-07-27 04:55:23.959999,197.58.228.251,"Sydney, Australia",IoT_Gateway_B,certificate,283.030701767972,"login_success,read,logout",RTOS_ba-7a-1d-7b-28-2b_IPv4,normal
ED0172,edge_device,2026-07-27 04:56:59.959999,177.172.250.113,"Buenos Aires, Argentina",IoT_Gateway_B,certificate,172.1120469518143,"login_success,write,read,logout",RTOS_48-ab-21-a8-30-c5_IPv4,normal
ED0148,edge_device,2026-07-27 05:01:39.959999,187.236.185.25,"Auckland, New Zealand",IoT_Gateway_A,certificate,377.4192392532066,"login_success,write,read,logout",RTOS_5a-42-1e-a8-3e-d2_IPv4,normal
ED0107,edge_device,2026-07-27 05:02:41.959999,20.160.232.48,"Lagos, Nigeria",IoT_Gateway_A,certificate,324.6135929176818,"login_success,download,logout",RTOS_c4-c4-61-45-23-8d_IPv4,normal
ED0189,edge_device,2026-07-27 05:11:16.959999,11.222.250.132,"Berlin, Germany",IoT_Gateway_B,certificate,258.9348857630112,"login_success,read,logout",RTOS_3c-49-95-db-00-b4_IPv4,normal
SA0039,service_account,2026-07-27 05:12:21.959999,144.229.28.185,"Johannesburg, South Africa",Cloud_Console,token,155.74901953779306,"login_success,download,logout",Ubuntu20.04_d4-fa-80-1a-2f-d8_IPv4,normal
